Id,SalePrice
2135,89591.07
2136,75905.86
2137,117195.99
2138,132892.19
2139,153109.56
2140,141506.11
2141,143937.77
2142,128073.01
2143,137186.66
2144,116849.734
2145,138289.61
2146,168900.89
2147,133360.62
2148,132810.83
2149,146799.62
2150,215795.94
2151,111853.09
2152,162481.39
2153,185339.14
2154,108455.07
2155,140697.89
2156,305471.1
2157,225459.58
2158,234143.17
2159,203170.28
2160,168928.6
2161,240197.8
2162,442682.84
2163,358774.44
2164,245084.66
2165,184664.17
2166,158122.17
2167,233336.7
2168,191618.67
2169,198900.2
2170,218811.14
2171,156151.28
2172,138922.72
2173,166807.0
2174,224872.94
2175,306930.7
2176,318420.28
2177,246970.12
2178,193014.52
2179,136193.5
2180,215003.58
2181,190604.33
2182,256317.56
2183,193834.94
2184,125403.875
2185,115062.77
2186,138778.02
2187,152842.23
2188,154459.55
2189,166714.34
2190,90905.77
2191,80384.41
2192,93010.19
2193,116827.914
2194,110680.03
2195,112928.78
2196,111907.72
2197,123218.33
2198,162963.17
2199,192535.28
2200,143672.84
2201,147007.66
2202,215786.98
2203,144652.47
2204,189162.73
2205,111958.2
2206,148496.27
2207,227002.48
2208,245100.58
2209,231444.17
2210,122794.12
2211,118470.84
2212,116798.25
2213,110351.59
2214,128913.98
2215,110843.73
2216,162543.34
2217,72464.45
2218,72896.56
2219,69362.63
2220,47756.48
2221,330603.1
2222,270175.5
2223,304999.44
2224,216263.77
2225,123975.03
2226,196349.81
2227,195869.08
2228,267791.44
2229,254619.28
2230,151528.61
2231,219311.2
2232,177269.19
2233,162180.86
2234,237149.48
2235,218543.89
2236,263683.66
2237,350607.4
2238,209486.39
2239,115373.37
2240,161433.86
2241,172614.75
2242,120617.66
2243,127865.06
2244,107173.01
2245,109985.414
2246,146730.94
2247,112771.734
2248,126215.03
2249,125146.93
2250,133840.45
2251,117509.37
2252,168834.84
2253,152849.61
2254,174493.19
2255,182850.5
2256,186544.2
2257,206488.7
2258,168581.36
2259,173236.05
2260,176274.89
2261,188642.38
2262,220842.89
2263,340529.66
2264,459816.7
2265,171785.56
2266,305560.88
2267,372162.34
2268,421224.06
2269,147313.5
2270,189894.77
2271,217124.6
2272,193144.55
2273,167928.53
2274,174146.23
2275,164978.47
2276,186028.67
2277,187441.98
2278,143960.47
2279,133885.12
2280,113250.81
2281,171972.84
2282,193161.89
2283,105241.42
2284,117540.13
2285,144565.56
2286,118454.17
2287,358658.8
2288,287692.53
2289,395822.75
2290,468802.2
2291,327484.1
2292,436952.9
2293,505268.56
2294,454578.8
2295,453615.3
2296,282511.28
2297,318572.2
2298,322230.4
2299,392286.62
2300,349730.03
2301,279036.84
2302,250295.84
2303,243228.53
2304,235838.61
2305,176259.25
2306,173400.62
2307,186090.16
2308,211166.4
2309,277892.72
2310,218091.03
2311,191758.67
2312,176756.78
2313,174979.81
2314,165053.1
2315,179553.23
2316,177942.88
2317,181920.2
2318,181651.25
2319,175528.16
2320,213128.48
2321,232542.83
2322,171168.75
2323,179143.44
2324,177295.83
2325,205907.64
2326,162292.78
2327,213249.36
2328,236845.92
2329,184333.7
2330,169906.22
2331,379566.28
2332,398273.78
2333,316250.5
2334,259561.25
2335,259263.55
2336,333078.16
2337,223408.56
2338,278574.47
2339,213302.5
2340,401877.56
2341,206961.22
2342,229160.88
2343,219510.78
2344,221965.22
2345,229291.2
2346,226955.73
2347,201374.56
2348,241634.52
2349,182022.84
2350,297292.5
2351,254449.0
2352,256323.73
2353,256668.83
2354,132515.4
2355,155036.23
2356,146488.45
2357,192779.84
2358,194631.08
2359,135642.03
2360,111741.96
2361,146638.23
2362,273570.3
2363,134333.75
2364,158978.62
2365,216060.05
2366,199771.4
2367,221713.2
2368,218442.67
2369,223863.95
2370,171353.3
2371,173862.42
2372,197102.27
2373,293780.62
2374,331191.84
2375,266346.12
2376,323779.78
2377,391214.78
2378,141388.42
2379,204333.0
2380,136677.66
2381,165705.95
2382,198865.2
2383,194545.78
2384,240001.47
2385,159298.56
2386,132907.98
2387,144627.88
2388,95058.18
2389,129945.32
2390,153043.47
2391,143095.44
2392,112979.85
2393,171847.67
2394,148255.67
2395,202467.97
2396,143708.98
2397,212523.14
2398,136242.8
2399,67974.11
2400,58919.66
2401,104721.516
2402,136384.6
2403,139032.55
2404,147676.53
2405,157631.61
2406,144652.66
2407,120252.93
2408,140807.25
2409,121992.875
2410,161857.12
2411,120789.06
2412,162145.56
2413,130635.25
2414,153573.6
2415,145620.95
2416,130402.58
2417,134989.4
2418,126936.695
2419,129381.305
2420,126880.47
2421,149875.62
2422,119605.56
2423,124329.41
2424,154169.86
2425,285573.8
2426,130176.29
2427,148146.16
2428,164187.4
2429,110936.695
2430,131995.45
2431,121749.04
2432,146292.0
2433,147008.8
2434,137043.61
2435,149229.61
2436,102321.46
2437,100187.0
2438,126902.5
2439,115304.82
2440,122428.37
2441,83164.83
2442,84223.48
2443,125213.37
2444,128147.7
2445,86612.94
2446,137674.84
2447,184342.19
2448,142787.78
2449,104872.11
2450,140977.75
2451,128595.734
2452,184557.2
2453,93374.56
2454,127665.27
2455,119779.65
2456,129554.25
2457,130645.71
2458,125333.516
2459,110622.14
2460,133592.16
2461,113352.88
2462,130425.625
2463,131018.85
2464,177816.31
2465,131037.33
2466,114584.5
2467,142488.92
2468,69495.57
2469,68673.64
2470,186730.11
2471,216670.53
2472,161393.58
2473,111493.445
2474,62926.523
2475,220781.84
2476,109233.234
2477,128498.18
2478,146898.56
2479,110932.55
2480,150941.48
2481,119975.87
2482,127352.23
2483,112272.64
2484,120883.4
2485,124190.48
2486,155133.2
2487,167725.73
2488,163666.39
2489,155588.88
2490,153281.45
2491,94632.445
2492,176193.52
2493,147531.28
2494,153937.94
2495,88413.9
2496,261389.53
2497,157086.48
2498,105532.11
2499,105137.95
2500,120789.46
2501,137527.83
2502,147538.1
2503,94839.1
2504,168924.81
2505,225282.9
2506,254448.88
2507,291216.9
2508,257355.6
2509,219026.48
2510,219901.88
2511,177402.64
2512,216649.62
2513,206372.16
2514,286564.34
2515,150524.81
2516,171078.95
2517,149707.88
2518,141286.9
2519,230324.95
2520,214120.39
2521,184830.12
2522,222620.34
2523,120937.445
2524,142156.73
2525,149614.94
2526,134957.69
2527,110682.68
2528,133693.38
2529,138926.83
2530,128834.164
2531,249267.56
2532,232582.9
2533,193370.45
2534,220549.2
2535,327732.3
2536,243182.64
2537,229650.38
2538,180076.33
2539,194208.92
2540,174751.34
2541,182241.44
2542,166402.77
2543,135669.08
2544,124612.45
2545,138134.25
2546,131418.0
2547,140882.45
2548,146915.9
2549,163289.7
2550,284755.88
2551,138455.44
2552,123485.125
2553,56360.496
2554,103047.9
2555,115593.7
2556,103846.7
2557,116738.0
2558,158401.16
2559,136410.06
2560,146169.3
2561,147225.17
2562,141721.25
2563,155823.98
2564,193968.56
2565,150541.64
2566,159970.4
2567,127815.05
2568,204709.11
2569,203069.47
2570,119112.85
2571,187243.39
2572,158726.52
2573,224302.64
2574,283629.0
2575,136434.27
2576,126520.27
2577,167412.03
2578,81492.1
2579,51703.598
2580,119324.695
2581,102444.26
2582,111238.75
2583,275270.84
2584,157900.4
2585,177198.97
2586,222288.98
2587,201557.17
2588,150209.02
2589,145317.88
2590,199896.53
2591,221972.12
2592,204860.8
2593,260519.83
2594,169614.97
2595,202004.44
2596,295689.6
2597,191017.81
2598,277665.34
2599,321228.28
2600,190092.61
2601,162426.36
2602,76202.625
2603,97381.97
2604,92088.05
2605,68298.31
2606,154289.08
2607,213728.95
2608,211591.69
2609,166784.9
2610,114952.58
2611,128958.16
2612,149005.17
2613,133287.16
2614,124928.98
2615,149690.88
2616,141457.66
2617,197256.8
2618,207631.47
2619,198174.81
2620,182050.08
2621,178493.34
2622,182673.05
2623,264689.75
2624,298506.6
2625,355306.94
2626,172814.53
2627,167795.14
2628,477511.25
2629,512612.16
2630,375430.44
2631,470941.53
2632,449105.78
2633,334468.3
2634,408726.06
2635,157479.06
2636,178776.72
2637,195559.4
2638,274135.2
2639,184405.8
2640,149086.88
2641,97142.35
2642,201380.19
2643,101895.125
2644,131145.94
2645,106150.7
2646,96818.914
2647,104436.77
2648,132152.45
2649,149879.98
2650,141121.16
2651,143983.7
2652,430458.47
2653,237574.06
2654,273908.3
2655,398665.72
2656,308135.28
2657,366155.62
2658,291761.38
2659,322208.4
2660,353131.56
2661,357095.56
2662,353323.78
2663,260958.73
2664,269781.47
2665,324455.66
2666,293723.8
2667,166097.69
2668,178402.86
2669,180151.28
2670,295697.88
2671,186142.4
2672,196092.88
2673,203609.53
2674,198380.67
2675,182460.22
2676,186952.69
2677,194636.5
2678,270301.6
2679,274842.5
2680,268442.12
2681,437172.3
2682,329910.38
2683,541362.25
2684,321323.97
2685,369852.9
2686,251746.45
2687,347905.72
2688,215027.92
2689,215468.34
2690,495644.22
2691,187707.64
2692,131005.83
2693,191016.22
2694,128681.57
2695,191076.08
2696,184190.97
2697,189332.62
2698,186714.98
2699,167068.27
2700,153200.52
2701,144104.44
2702,107121.58
2703,116820.83
2704,141120.92
2705,119085.13
2706,110977.7
2707,120608.016
2708,136556.48
2709,115731.664
2710,125848.0
2711,287277.88
2712,422851.84
2713,166225.34
2714,148905.08
2715,170201.86
2716,147373.69
2717,178346.84
2718,235383.11
2719,160928.0
2720,170997.16
2721,132460.7
2722,161785.4
2723,147279.78
2724,133467.7
2725,132762.22
2726,140715.14
2727,178625.88
2728,168003.36
2729,147941.81
2730,141080.77
2731,135749.38
2732,126649.99
2733,157226.1
2734,151913.36
2735,130864.44
2736,143105.55
2737,123013.46
2738,141290.23
2739,165652.25
2740,131339.6
2741,145409.45
2742,149298.89
2743,134335.84
2744,162544.0
2745,147957.77
2746,134346.9
2747,152568.05
2748,123194.125
2749,128622.39
2750,143954.2
2751,133160.72
2752,207520.11
2753,154878.88
2754,218329.02
2755,128362.81
2756,98363.61
2757,70919.65
2758,79229.984
2759,156771.22
2760,134352.92
2761,142207.61
2762,142922.55
2763,173729.48
2764,130178.68
2765,279724.03
2766,142650.06
2767,85516.09
2768,134060.62
2769,130993.195
2770,144863.61
2771,104578.36
2772,110321.625
2773,177341.75
2774,139024.84
2775,124197.484
2776,146319.78
2777,146515.84
2778,108854.77
2779,135382.95
2780,98232.6
2781,96957.17
2782,90054.63
2783,110117.43
2784,126772.29
2785,139426.52
2786,76086.56
2787,126671.37
2788,61511.08
2789,189653.0
2790,102079.52
2791,115263.984
2792,56986.52
2793,166542.16
2794,103168.3
2795,116266.93
2796,102240.6
2797,214038.81
2798,113894.414
2799,119713.88
2800,63120.492
2801,115145.07
2802,140320.42
2803,199647.7
2804,140558.47
2805,113051.17
2806,74784.58
2807,154655.25
2808,149214.2
2809,136261.19
2810,134500.78
2811,152955.2
2812,153993.56
2813,203765.27
2814,157498.36
2815,93644.76
2816,237288.12
2817,152069.66
2818,127202.24
2819,156906.61
2820,144061.05
2821,110967.13
2822,184210.7
2823,331257.03
2824,203745.4
2825,173277.33
2826,128429.05
2827,137609.97
2828,226369.4
2829,207271.34
2830,229799.8
2831,185689.8
2832,239319.03
2833,304187.78
2834,211999.94
2835,219085.52
2836,196386.98
2837,152066.1
2838,159791.69
2839,177051.98
2840,202005.66
2841,207010.45
2842,229435.84
2843,156390.83
2844,153915.9
2845,124389.2
2846,209380.81
2847,197696.31
2848,218367.39
2849,202126.84
2850,272469.06
2851,220595.98
2852,225605.0
2853,240216.39
2854,136852.78
2855,204097.84
2856,197665.11
2857,187830.95
2858,200405.8
2859,123248.67
2860,125735.73
2861,127778.766
2862,193076.97
2863,126133.36
2864,250427.95
2865,142346.95
2866,136532.38
2867,100887.78
2868,100902.77
2869,115205.05
2870,130205.34
2871,89252.99
2872,50786.44
2873,105868.8
2874,138536.66
2875,118760.125
2876,169695.17
2877,132879.81
2878,181220.05
2879,141216.94
2880,100622.734
2881,148845.02
2882,174252.3
2883,187640.7
2884,201394.53
2885,190161.83
2886,226689.89
2887,97651.95
2888,139028.28
2889,52791.266
2890,81920.04
2891,131692.6
2892,50074.707
2893,78182.61
2894,42164.176
2895,335900.16
2896,281357.47
2897,201312.19
2898,140901.31
2899,222918.39
2900,160357.61
2901,197745.28
2902,182687.28
2903,343588.66
2904,356692.97
2905,92630.19
2906,214331.36
2907,113222.11
2908,134389.56
2909,142637.62
2910,79287.984
2911,74744.79
2912,146271.5
2913,85905.52
2914,72306.664
2915,80253.65
2916,81025.22
2917,177951.7
2918,118533.86
2919,215432.22
